accent,gender,speaker,num_comparisons,mean_similarity,median_similarity,min_similarity,max_similarity,std_similarity
shl_001,female,has001,2850,0.9564010639567124,0.971267431974411,0.5009931921958923,0.9964777231216431,0.06214012819086645
shl_001,female,jmr001,231,0.9832578347874926,0.9839627742767334,0.9632707834243774,0.9948992729187012,0.006226716739200669
shl_001,female,lhg001,325,0.9823301285963792,0.9843032360076904,0.935823917388916,0.9965015649795532,0.009793908108407648
shl_001,female,lml001,276,0.9814889737661334,0.9826810956001282,0.9543600678443909,0.9960954189300537,0.007089782202284472
shl_001,female,ppb001,231,0.9866529587027314,0.987450897693634,0.9649789333343506,0.9963099360466003,0.005605490051846053
shl_001,female,sfm001,120,0.9846510097384453,0.9862366914749146,0.964782178401947,0.9960768222808838,0.0061024332144752925
shl_001,female,smf001,528,0.9748037758875977,0.9764742255210876,0.9283570051193237,0.9957787990570068,0.010353475272410642
shl_001,male,abl001,406,0.9711339930301817,0.9740242958068848,0.9274305105209351,0.9940841197967529,0.01300019393590844
shl_001,male,ajm002,253,0.9815381386063315,0.9828642010688782,0.9520424008369446,0.9965437054634094,0.008352948751102424
shl_001,male,cnb001,325,0.9751458226717435,0.9776179194450378,0.9217650294303894,0.996135950088501,0.012099131777965566
shl_001,male,gdw001,190,0.9756213636774765,0.9779264628887177,0.9321191906929016,0.9946718811988831,0.011233687562751735
shl_001,male,ggg001,630,0.9719392127460904,0.9758693873882294,0.8960375785827637,0.9948095083236694,0.015335141918789423
shl_001,male,gsb001,561,0.9709617081172963,0.9785515666007996,0.8091288805007935,0.9964736700057983,0.026380689401049307
shl_001,male,jxw001,190,0.9720314163910715,0.973059356212616,0.9365839958190918,0.993782103061676,0.010788579579748752
shl_001,male,nwc001,171,0.9769963109702394,0.9787081480026245,0.941705048084259,0.9946810007095337,0.011254296115664081
shl_001,male,pja001,276,0.9751082784023838,0.9779191613197327,0.9078960418701172,0.9964057803153992,0.015179840119908878
shl_001,male,rjm001,820,0.97778757534376,0.9798015058040619,0.9204089641571045,0.9967105984687805,0.011256889327603483
shl_001,male,sxl001,406,0.9712642955368963,0.9767817258834839,0.8768291473388672,0.9960116744041443,0.017920252763763595
sse_001,female,gke001,171,0.9914545448202836,0.9922083616256714,0.9796862006187439,0.9971705079078674,0.0033265971984024543
sse_001,female,mjo001,210,0.9842031989778791,0.9840047955513,0.9699211120605469,0.9944873452186584,0.004981969236951466
sse_001,female,njb001,231,0.9784559163696323,0.9799440503120422,0.9508285522460938,0.9954168796539307,0.009067654461821985
sse_001,female,nta001,190,0.9879630248797567,0.9892303347587585,0.9668654203414917,0.9973713755607605,0.005451951341189347
sse_001,female,sce001,153,0.9904038906097412,0.9909744262695312,0.9773221015930176,0.9977259635925293,0.003877650930631465
sse_001,female,wjh001,171,0.9905614703022249,0.9915836453437805,0.9751653075218201,0.9983711838722229,0.004201639549729932
sse_001,male,ais001,406,0.9833964420656852,0.985773116350174,0.9454963207244873,0.9963651895523071,0.008827953735715297
sse_001,male,dme001,253,0.9897578714393345,0.990578293800354,0.9683160781860352,0.9977557063102722,0.004609560704738134
sse_001,male,hak001,253,0.9836343237062688,0.9839679002761841,0.9653480052947998,0.9970980882644653,0.00626841250730716
sse_001,male,jph001,171,0.9846868964663723,0.9861328601837158,0.9625591039657593,0.9974159598350525,0.007740870988969962
sse_001,male,kmp001,171,0.9812137749460008,0.9829923510551453,0.9527940154075623,0.9967246651649475,0.008543824074713598
sse_001,male,mga001,325,0.9829550664241498,0.9833454489707947,0.9650548696517944,0.9960793852806091,0.005649241607394007
sse_001,male,mjc001,210,0.9871210410481408,0.9878502488136292,0.9665191173553467,0.9974218606948853,0.005843004626819507
sse_001,male,prz001,210,0.9898943273794083,0.9910509884357452,0.9646689295768738,0.9979540109634399,0.0048296752291656754
sse_001,male,rkm001,190,0.9882701481643476,0.9896208941936493,0.9706265926361084,0.9979803562164307,0.0054569562380091235
sse_001,male,rws001,351,0.9784225906401958,0.9807696342468262,0.9409326910972595,0.9957961440086365,0.0101282284066871
uls_001,female,bmm001,406,0.9737825330548686,0.9748950302600861,0.9402273297309875,0.9943714737892151,0.010213929910535888
uls_001,female,emg001,153,0.9722214048984004,0.9761369228363037,0.9205036163330078,0.9946470856666565,0.013784019153694921
uls_001,female,jmc001,210,0.9805973436151232,0.9828991293907166,0.9435484409332275,0.9965269565582275,0.009766377958708274
uls_001,female,mab001,406,0.9737176790906878,0.9757178723812103,0.9209139943122864,0.9965038299560547,0.01286561929601735
uls_001,female,mcw001,120,0.9796090220411618,0.9818679392337799,0.946608304977417,0.9954135417938232,0.0095163663346353
uls_001,female,mmm001,210,0.9744514976228986,0.978031188249588,0.9163889288902283,0.9930794835090637,0.012346367795938971
uls_001,female,omg001,231,0.9755083263178408,0.9804861545562744,0.9114135503768921,0.9948707818984985,0.015591755765946784
uls_001,female,roh001,253,0.9842182155183181,0.9852010011672974,0.9612378478050232,0.9953174591064453,0.005874271804926441
uls_001,female,smc001,190,0.9756862474115271,0.978652834892273,0.9338282942771912,0.9963170886039734,0.011675158296852388
uls_001,female,yeq001,171,0.9750774290129455,0.9749928116798401,0.953711986541748,0.9925302267074585,0.008282888992813443
uls_001,male,apc001,276,0.9800716450680858,0.9808634221553802,0.9580640196800232,0.9943743348121643,0.006999820020163276
uls_001,male,bjn001,253,0.9714825681075748,0.9722949266433716,0.9399874210357666,0.9917320013046265,0.009337941123937165
uls_001,male,cgd001,253,0.9750438252456575,0.9767695665359497,0.9177237749099731,0.9958845973014832,0.011559550322078244
uls_001,male,fmv001,300,0.9716083812713623,0.9740597605705261,0.9011781215667725,0.9955295920372009,0.012152695581035123
uls_001,male,fod001,300,0.9701300883293151,0.9740528762340546,0.8924161791801453,0.9963048100471497,0.01708427862586724
uls_001,male,gpb001,325,0.9670781702261705,0.9693081378936768,0.905564546585083,0.993336021900177,0.014382926196699557
uls_001,male,gpd001,210,0.9695916857038226,0.9711612462997437,0.9108806848526001,0.9928563833236694,0.014034835708039607
uls_001,male,gtc001,496,0.9680187062871072,0.9695126414299011,0.9170122146606445,0.9947356581687927,0.013136404339249
uls_001,male,mar001,171,0.9568551259431225,0.9617505073547363,0.8831360340118408,0.9938943386077881,0.021906789430956523
uls_001,male,rmn001,153,0.9744704357938829,0.9768615365028381,0.9303083419799805,0.9942579865455627,0.011804011296792915
